Date,Close,HL_PCT,PCT_change,Volume,label,Forecast,100ma
2010-06-29 00:00:00,23.889999389648438,4.646298194685292,25.736838892886517,18766300.0,20.450000762939453,,23.889999389648438
2010-06-30 00:00:00,23.829999923706055,27.654218101915166,-7.5998484770942145,17187100.0,19.59000015258789,,23.859999656677246
2010-07-01 00:00:00,21.959999084472656,18.032792153535667,-12.160003662109375,8218800.0,19.600000381469727,,23.22666613260905
2010-07-02 00:00:00,19.200000762939453,20.312497206032386,-16.521735813306726,5139800.0,19.030000686645508,,22.21999979019165
2010-07-06 00:00:00,16.110000610351562,24.14648815810037,-19.449996948242188,6866900.0,17.899999618530273,,20.997999954223634
2010-07-07 00:00:00,15.800000190734863,5.253157974760345,-3.6585331814122357,6921700.0,17.600000381469727,,20.131666660308838
2010-07-08 00:00:00,17.459999084472656,0.34365049505859036,8.178437080182386,7711400.0,18.31999969482422,,19.749999863760813
2010-07-09 00:00:00,17.399999618530273,2.873563281389506,-1.023892525352385,4050600.0,18.780000686645508,,19.456249833106995
2010-07-12 00:00:00,17.049999237060547,5.982407644608915,-5.013935864209534,2202500.0,19.149999618530273,,19.1888886557685
2010-07-13 00:00:00,18.139999389648438,2.7563396737781822,4.312823613130456,2680100.0,18.770000457763672,,19.083999729156496
2010-07-14 00:00:00,19.84000015258789,1.5624972961602879,10.590855975301006,4195200.0,18.790000915527344,,19.15272704037753
2010-07-15 00:00:00,19.889999389648438,8.094523176252444,-0.2507579893178914,3739800.0,19.100000381469727,,19.214166402816772
2010-07-16 00:00:00,20.639999389648438,3.1976737738815952,-0.28986169603645595,2621300.0,20.1299991607666,,19.323845863342285
2010-07-19 00:00:00,21.90999984741211,1.5518035369956864,2.5269021383813954,2486500.0,19.200000762939453,,19.5085711479187
2010-07-20 00:00:00,20.299999237060547,7.635473904744938,-7.09382662402004,1825300.0,19.899999618530273,,19.561333020528156
2010-07-21 00:00:00,20.219999313354492,3.363008547318142,-2.1297218649918435,1252500.0,19.75,,19.602499663829803
2010-07-22 00:00:00,21.0,1.1904761904761905,2.4390243902439024,957800.0,19.700000762939453,,19.68470556595746
2010-07-23 00:00:00,21.290000915527344,1.2681941700534274,0.4719225056601627,653600.0,19.8700008392334,,19.773888640933567
2010-07-26 00:00:00,20.950000762939453,2.625294592034075,-2.558135986328125,922200.0,19.479999542236328,,19.835789278933877
2010-07-27 00:00:00,20.549999237060547,3.065698742115132,-1.7216672069756966,619700.0,20.450000762939453,,19.87149977684021
2010-07-28 00:00:00,20.719999313354492,0.8687273703709397,0.8272510102451077,467200.0,21.059999465942383,,19.911904516674223
2010-07-29 00:00:00,20.350000381469727,2.6044165570605124,-2.0221476506369185,616000.0,21.049999237060547,,19.931817965074018
2010-07-30 00:00:00,19.940000534057617,2.507522500543556,-1.2871297973357172,426900.0,20.540000915527344,,19.93217372894287
2010-08-02 00:00:00,20.920000076293945,0.23900208832792902,2.048780859970465,718100.0,20.899999618530273,,19.9733331600825
2010-08-03 00:00:00,21.950000762939453,0.0,4.523813156854539,1230500.0,20.709999084472656,,20.052399864196776
2010-08-04 00:00:00,21.260000228881836,4.32737566504877,-3.1435102964671384,913000.0,20.170000076293945,,20.09884603206928
2010-08-05 00:00:00,20.450000762939453,5.3789654429478935,-5.060353325250568,796200.0,20.719999313354492,,20.11185176284225
2010-08-06 00:00:00,19.59000015258789,2.9096461990017914,-2.537314523396762,741900.0,21.1200008392334,,20.093214205333165
2010-08-09 00:00:00,19.600000381469727,1.9387711906672267,-1.5075338834740315,812700.0,21.979999542236328,,20.076206832096496
2010-08-10 00:00:00,19.030000686645508,3.258007932284816,-3.155210910539135,1281300.0,20.940000534057617,,20.041333293914796
2010-08-11 00:00:00,17.899999618530273,5.4748578945321436,-4.226864060746144,797600.0,20.229999542236328,,19.97225801406368
2010-08-12 00:00:00,17.600000381469727,1.7045410827172651,-1.1235891245119385,691000.0,21.059999465942383,,19.89812496304512
2010-08-13 00:00:00,18.31999969482422,0.7096128290436728,0.7700736375047263,634000.0,20.770000457763672,,19.850302985220246
2010-08-16 00:00:00,18.780000686645508,0.1064885499672003,1.788617398699116,485800.0,19.8700008392334,,19.8188235058504
2010-08-17 00:00:00,19.149999618530273,1.3054830547259668,1.002112569790252,447900.0,19.559999465942383,,19.799714251926968
2010-08-18 00:00:00,18.770000457763672,4.368671682610692,-4.1858074958508595,601300.0,20.100000381469727,,19.771111090977985
2010-08-19 00:00:00,18.790000915527344,2.4481057054793993,1.3484357478678641,579100.0,20.530000686645508,,19.74459459974959
2010-08-20 00:00:00,19.100000381469727,0.052357218230937176,2.4128727728891812,296000.0,21.399999618530273,,19.727631594005384
2010-08-23 00:00:00,20.1299991607666,1.291605761159577,5.447873231356292,1088100.0,21.979999542236328,,19.737948711101826
2010-08-24 00:00:00,19.200000762939453,2.656241152435893,-0.2597362964184253,673100.0,20.40999984741211,,19.724500012397765
2010-08-25 00:00:00,19.899999618530273,0.40200967457085374,3.8622117798091415,503300.0,20.600000381469727,,19.72878049059612
2010-08-26 00:00:00,19.75,2.632913710195807,-0.703868245070429,433800.0,20.989999771118164,,19.729285717010498
2010-08-27 00:00:00,19.700000762939453,0.8629445162954372,-0.2531606939774525,379600.0,21.1200008392334,,19.728604671566984
2010-08-30 00:00:00,19.8700008392334,1.6104664383927856,0.8629445162954372,732800.0,20.459999084472656,,19.73181822083213
2010-08-31 00:00:00,19.479999542236328,1.5913828571652373,-0.9155661575423415,201100.0,20.43000030517578,,19.72622225019667
2010-09-01 00:00:00,20.450000762939453,1.1735929690188767,4.230376596347204,494900.0,20.43000030517578,,19.741956565691076
2010-09-02 00:00:00,21.059999465942383,0.854702325452916,3.3873274338802215,487100.0,20.239999771118164,,19.770000031653872
2010-09-03 00:00:00,21.049999237060547,1.1876484991023228,0.8624743200238424,434600.0,20.239999771118164,,19.79666668176651
2010-09-07 00:00:00,20.540000915527344,2.239528062167305,-0.3396394602194275,243400.0,20.540000915527344,,19.811836768169794
2010-09-08 00:00:00,20.899999618530273,0.2392399297694143,1.1616639539725198,288400.0,20.75,,19.833600025177002
